"puesto","NUM","antiguedad","depto.group","sexo","municipio","edo.civil.fit","sueldo","edad.fit","estudios","ingreso","rango.edad","meses.antiguedad","grupo.puesto","nivel.critico","cambios.depto","reingresos","cambios.sueldo","sueldo.min","sueldo.max","aumento","dias.para.aumento","dias.salio.cambio","salio.por.cambio","sueldo.max.fit","sueldo.min.fit","puesto.fit"
"GRAPAR DE LADOS",11996,48,"MONTADO","masculino","LEON",3,900,17,"Secundaria",2016-07-28,2,1,"PRELIMINAR C",5,1,2,0,900,900,0,0,14,1,900,900,"GRAPAR DE LADOS"
"HALOGENAR SUELA",11776,28,"AVIO","masculino","LEON",3,900,16,"Primaria",2016-05-25,2,0,"PRELIMINAR C",5,0,1,0,900,900,0,0,21,0,900,900,"HALOGENAR SUELA"
"HALOGENAR SUELA",12078,14,"AVIO","masculino","LEON",3,900,19,"Secundaria",2016-08-31,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"HALOGENAR SUELA"
"HALOGENAR SUELA",11891,41,"AVIO","masculino","SILAO",3,900,16,"Secundaria",2016-06-23,2,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"HALOGENAR SUELA"
"ING. ADMINISTRATIVA",9017,1,"MANUALIDADES","masculino","NA",1,0,25,"Ninguno",2013-02-05,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,0,0,"ING. ADMINISTRATIVA"
"ING. ADMINISTRATIVA",9019,1,"MANUALIDADES","masculino","NA",1,0,28,"Ninguno",2013-02-05,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,0,0,"ING. ADMINISTRATIVA"
"ING. ADMINISTRATIVA",9018,1,"MANUALIDADES","masculino","NA",1,0,22,"Ninguno",2013-02-05,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,0,0,"ING. ADMINISTRATIVA"
"LIMP ZAP MOTOTUL",11470,20,"MONTADO","femenino","LEON",3,950,17,"Primaria",2016-06-02,2,0,"PRELIMINAR C",5,0,1,0,950,950,0,0,14,1,950,950,"LIMP ZAP MOTOTUL"
"LIMP ZAP MOTOTUL",11469,15,"MONTADO","masculino","LEON",3,950,21,"Secundaria",2016-01-19,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,950,950,"LIMP ZAP MOTOTUL"
"LIMP ZAP MOTOTUL",10003,57,"MONTADO","femenino","LEON",4,1000,23,"Primaria",2016-06-07,3,1,"PRELIMINAR C",5,1,2,1,900,1000,100,868,56,0,1000,900,"LIMP ZAP MOTOTUL"
"LIMP ZAP MOTOTUL",10589,233,"AVIO","femenino","SILAO",3,900,18,"Primaria",2016-01-04,2,7,"PRELIMINAR C",5,4,5,1,850,900,50,266,119,0,900,850,"LIMP ZAP MOTOTUL"
"LIMP ZAP MOTOTUL",11438,291,"MONTADO","femenino","LEON",1,1000,22,"Secundaria",2016-01-12,3,9,"PRELIMINAR C",5,0,1,0,1000,1000,0,0,NA,NA,1000,1000,"LIMP ZAP MOTOTUL"
"LIMP ZAP MOTOTUL",9427,10,"MONTADO","femenino","LEON",3,1000,23,"Secundaria",2016-04-18,3,0,"PRELIMINAR C",5,1,3,2,471.03,1000,528.97,825,8,1,1000,471.03,"LIMP ZAP MOTOTUL"
"LIMPIAR FORROS",10881,8,"MONTADO","femenino","LEON",3,1100,17,"Primaria",2016-03-29,2,0,"PRELIMINAR C",5,1,3,1,900,1100,200,314,7,1,1100,900,"C-PRELIMINAR"
"LIMPIAR HORMA",11503,1,"MONTADO","masculino","LEON",4,850,17,"Secundaria",2016-01-27,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"LIMPIAR HORMA"
"LIMPIAR SUELA",11618,23,"AVIO","femenino","SILAO",3,900,19,"Primaria",2016-04-19,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"LIMPIAR SUELA"
"LIMPIAR SUELA",11439,58,"MONTADO","femenino","LEON",3,950,17,"Secundaria",2016-06-20,2,1,"PRELIMINAR C",5,1,3,0,950,950,0,0,42,0,950,950,"LIMPIAR SUELA"
"LIMPIAR SUELA",11440,26,"MONTADO","femenino","LEON",1,1100,27,"Ninguno",2016-01-08,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1100,1100,"LIMPIAR SUELA"
"LIMPIAR SUELA",11556,113,"AVIO","masculino","LEON",3,850,16,"Secundaria",2016-02-18,2,3,"PRELIMINAR C",5,2,3,0,850,850,0,0,44,0,850,850,"LIMPIAR SUELA"
"LIMPIAR SUELA",11579,30,"AVIO","femenino","LEON",3,900,17,"Secundaria",2016-05-30,2,1,"PRELIMINAR C",5,0,1,0,900,900,0,0,28,0,900,900,"LIMPIAR SUELA"
"LIMPIAR SUELA",10453,100,"AVIO","femenino","LEON",3,850,17,"Primaria",2016-02-22,2,3,"PRELIMINAR C",5,1,2,1,800,850,50,182,98,0,850,800,"LIMPIAR SUELA"
"LIMPIAR SUELA",11651,120,"MONTADO","femenino","LEON",3,850,16,"Primaria",2016-05-03,2,4,"PRELIMINAR C",5,0,1,0,850,850,0,0,21,0,850,850,"LIMPIAR SUELA"
"LIMPIAR SUELA",11525,0,"MONTADO","femenino","LEON",3,950,20,"Secundaria",2016-02-08,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,950,950,"LIMPIAR SUELA"
"LIMPIAR SUELA",11934,13,"AVIO","masculino","LEON",4,900,16,"Primaria",2016-07-07,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"LIMPIAR SUELA"
"LIMPIAR SUELA",11452,61,"AVIO","femenino","LEON",3,950,16,"Secundaria",2016-06-03,2,2,"PRELIMINAR C",5,1,2,0,950,950,0,0,21,0,950,950,"LIMPIAR SUELA"
"LIMPIAR SUELA",11770,7,"AVIO","masculino","LEON",3,900,17,"Primaria",2016-05-25,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"LIMPIAR SUELA"
"LIMPIAR SUELA",12057,13,"AVIO","masculino","LEON",3,900,16,"Secundaria",2016-08-25,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"LIMPIAR SUELA"
"LIMPIAR SUELA",11588,23,"AVIO","femenino","LEON",1,850,22,"Secundaria",2016-04-05,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"LIMPIAR SUELA"
"LIMPIAR SUELA",11749,13,"AVIO","femenino","LEON",3,850,20,"Primaria",2016-05-12,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"LIMPIAR SUELA"
"LIMPIAR SUELA",11781,2,"AVIO","femenino","LEON",4,900,19,"Ninguno",2016-05-30,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"LIMPIAR SUELA"
"LIMPIAR SUELA",11306,169,"MONTADO","femenino","LEON",3,950,19,"Secundaria",2015-10-14,2,5,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,950,950,"LIMPIAR SUELA"
"LIMPIAR SUELA",9229,548,"MONTADO","femenino","LEON",1,900,37,"Primaria",2014-12-08,4,18,"PRELIMINAR C",5,0,1,0,900,900,0,0,547,0,900,900,"LIMPIAR SUELA"
"LIMPIAR ZAPATO",11655,14,"MONTADO","femenino","LEON",4,950,31,"Primaria",2016-04-28,4,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,950,950,"C-PRELIMINAR"
"LIMPIAR ZAPATO",10505,23,"MONTADO","femenino","SILAO",3,950,19,"Primaria",2016-05-09,2,0,"PRELIMINAR C",5,1,2,0,950,950,0,0,21,0,950,950,"C-PRELIMINAR"
"LIMPIAR ZAPATO",11328,156,"MONTADO","femenino","LEON",3,900,18,"Primaria",2015-11-03,2,5,"PRELIMINAR C",5,0,1,0,900,900,0,0,141,0,900,900,"C-PRELIMINAR"
"LIMPIAR ZAPATO",9354,21,"MONTADO","femenino","LEON",3,1050,20,"Primaria",2016-04-28,2,0,"PRELIMINAR C",5,0,1,0,1050,1050,0,0,15,1,1050,1050,"C-PRELIMINAR"
"LIMPIAR ZAPATO",11653,180,"MONTADO","femenino","LEON",3,1000,46,"Primaria",2016-05-02,5,6,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1000,1000,"C-PRELIMINAR"
"LIMPIAR ZAPATO",9578,79,"MONTADO","femenino","LEON",3,1050,18,"Primaria",2016-01-26,2,2,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1050,1050,"C-PRELIMINAR"
"LIMPIAR ZAPATO",11694,166,"MONTADO","femenino","LEON",3,950,32,"Primaria",2016-05-16,4,5,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,950,950,"C-PRELIMINAR"
"LIMPIAR ZAPATO",11163,226,"MONTADO","femenino","LEON",3,900,21,"Preparatoria",2015-08-05,3,7,"PRELIMINAR C",5,1,3,0,900,900,0,0,212,0,900,900,"C-PRELIMINAR"
"LIMPIAR ZAPATO",11562,58,"MONTADO","femenino","LEON",3,900,19,"Primaria",2016-03-01,2,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"LIMPIAR ZAPATO",11682,7,"MONTADO","femenino","LEON",4,950,20,"Secundaria",2016-05-09,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,950,950,"C-PRELIMINAR"
"LIMPIAR ZAPATO",11812,30,"MONTADO","femenino","LEON",3,950,17,"Primaria",2016-06-06,2,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,950,950,"C-PRELIMINAR"
"LIMPIAR ZAPATO",11650,179,"MONTADO","femenino","LEON",1,900,34,"Primaria",2016-05-03,4,5,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"MEDIO PESPUNTADOR",8071,351,"PESPUNTE","masculino","LEON",3,1000,21,"Ninguno",2012-01-31,3,11,"PESPUNTADOR A-B",1,0,2,1,900,1000,100,14,154,0,1000,900,"C-PESPUNTADOR"
"MONTADOR DE LADOS",8090,41,"MONTADO","masculino","LEON",1,1200,43,"Primaria",2012-02-07,5,1,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1200,1200,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",10892,16,"MONTADO","masculino","LEON",3,1250,19,"Secundaria",2015-04-20,2,0,"CRITICO",0,0,1,0,1250,1250,0,0,8,1,1250,1250,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",9024,63,"MONTADO","masculino","LEON",3,1000,21,"Secundaria",2013-02-01,3,2,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1000,1000,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",9212,122,"MONTADO","masculino","LEON",1,1300,48,"Primaria",2013-03-10,5,4,"CRITICO",0,0,1,0,1300,1300,0,0,90,0,1300,1300,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",11476,80,"MONTADO","masculino","LEON",3,1200,20,"Secundaria",2016-01-18,2,2,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1200,1200,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",10388,3,"MONTADO","masculino","LEON",1,1400,30,"Primaria",2014-07-15,3,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1400,1400,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",8725,4,"MONTADO","masculino","LEON",4,1400,41,"Primaria",2014-08-07,5,0,"CRITICO",0,0,1,0,1400,1400,0,0,-3,0,1400,1400,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",10897,6,"MONTADO","masculino","LEON",1,1300,46,"Primaria",2015-04-22,5,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1300,1300,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",10198,72,"MONTADO","masculino","LEON",1,1400,45,"Secundaria",2014-04-07,5,2,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1400,1400,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",9023,1,"MONTADO","masculino","LEON",4,1200,35,"Primaria",2013-01-31,4,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1200,1200,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",10000,28,"MONTADO","masculino","LEON",1,1000,47,"Secundaria",2013-11-19,5,0,"CRITICO",0,1,2,0,1000,1000,0,0,13,1,1000,1000,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",10886,12,"MONTADO","masculino","LEON",4,1200,23,"Primaria",2015-04-16,3,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1200,1200,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",8836,23,"MONTADO","masculino","LEON",4,1300,25,"Secundaria",2013-07-15,3,0,"CRITICO",0,3,5,1,1100,1300,200,182,14,1,1300,1100,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",8185,0,"MONTADO","masculino","LEON",1,1200,47,"Ninguno",2012-03-06,5,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1200,1200,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",10988,12,"MONTADO","masculino","LEON",4,1400,27,"Secundaria",2015-05-14,3,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1400,1400,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",11426,125,"MONTADO","masculino","LEON",4,1450,24,"Secundaria",2016-01-05,3,4,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1450,1450,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",10160,33,"MONTADO","masculino","LEON",3,1400,25,"Secundaria",2014-03-05,3,1,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1400,1400,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",11989,8,"MONTADO","masculino","LEON",1,1300,34,"Secundaria",2016-08-02,4,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1300,1300,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",8765,27,"MONTADO","masculino","LEON",1,1100,33,"Primaria",2012-08-30,4,0,"CRITICO",0,0,1,0,1100,1100,0,0,14,1,1100,1100,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",10426,10,"MONTADO","masculino","LEON",3,1400,31,"Primaria",2014-07-28,4,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1400,1400,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",8669,28,"MONTADO","masculino","LEON",1,1300,47,"Primaria",2012-08-10,5,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1300,1300,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",8973,9,"MONTADO","masculino","LEON",1,1300,52,"Secundaria",2013-01-21,6,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1300,1300,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",9747,49,"MONTADO","masculino","LEON",1,1200,29,"Secundaria",2013-08-16,3,1,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1200,1200,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",8289,7,"MONTADO","masculino","LEON",1,900,56,"Ninguno",2012-04-16,6,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,900,900,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",11786,151,"MONTADO","masculino","LEON",1,1400,26,"Primaria",2016-05-31,3,5,"CRITICO",0,1,3,0,1400,1400,0,0,NA,NA,1400,1400,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",8583,5,"MONTADO","masculino","LEON",1,1300,53,"Primaria",2012-07-25,6,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1300,1300,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",8838,1495,"MONTADO","masculino","LEON",1,1600,53,"Ninguno",2012-09-25,6,49,"CRITICO",0,2,5,2,1300,1600,300,980,NA,NA,1600,1300,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",8813,64,"MONTADO","masculino","LEON",1,1200,41,"Preparatoria",2012-09-18,5,2,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1200,1200,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",8333,4,"MONTADO","masculino","LEON",3,1100,26,"Secundaria",2012-04-26,3,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1100,1100,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",9052,76,"MONTADO","masculino","LEON",1,1300,56,"Primaria",2013-02-07,6,2,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1300,1300,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",8550,142,"MONTADO","masculino","LEON",3,1100,22,"Secundaria",2012-07-23,3,4,"CRITICO",0,0,1,0,1100,1100,0,0,112,0,1100,1100,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",9586,41,"MONTADO","masculino","LEON",1,1200,34,"Primaria",2013-06-13,4,1,"CRITICO",0,0,1,0,1200,1200,0,0,0,0,1200,1200,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",11784,28,"MONTADO","masculino","LEON",1,1500,31,"Ninguno",2016-05-25,4,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1500,1500,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",11172,8,"MONTADO","masculino","LEON",1,1300,37,"Secundaria",2016-07-26,4,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1300,1300,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",10668,145,"MONTADO","masculino","LEON",3,1400,24,"Secundaria",2014-11-14,3,4,"CRITICO",0,1,2,0,1400,1400,0,0,21,0,1400,1400,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",8043,5,"MONTADO","masculino","LEON",3,1100,28,"Secundaria",2013-02-08,3,0,"CRITICO",0,0,1,0,1100,1100,0,0,0,0,1100,1100,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",9154,37,"MONTADO","masculino","LEON",1,1300,34,"Secundaria",2013-02-27,4,1,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1300,1300,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",11858,2,"MONTADO","masculino","LEON",1,1300,34,"Secundaria",2016-06-20,4,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1300,1300,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",12007,47,"MONTADO","masculino","LEON",4,1400,36,"Primaria",2016-08-05,4,1,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1400,1400,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",10159,428,"MONTADO","masculino","LEON",3,1400,42,"Primaria",2014-03-11,5,14,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1400,1400,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",12092,51,"MONTADO","masculino","LEON",3,1500,26,"Secundaria",2016-09-08,3,1,"CRITICO",0,0,1,0,1500,1500,0,0,NA,NA,1500,1500,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",10492,79,"MONTADO","masculino","SILAO",3,950,19,"Secundaria",2014-08-18,2,2,"CRITICO",0,0,1,0,950,950,0,0,49,0,950,950,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",11742,57,"MONTADO","masculino","LEON",4,1400,26,"Primaria",2016-05-24,3,1,"CRITICO",0,0,1,0,1400,1400,0,0,27,0,1400,1400,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",8900,164,"MONTADO","masculino","LEON",1,1200,42,"Secundaria",2012-10-30,5,5,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1200,1200,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",9289,9,"MONTADO","masculino","LEON",1,1200,32,"Secundaria",2013-04-15,4,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1200,1200,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",11506,0,"MONTADO","masculino","LEON",3,1400,23,"Primaria",2016-01-28,3,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1400,1400,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",10491,237,"MONTADO","masculino","LEON",1,1400,46,"Primaria",2014-08-14,5,7,"CRITICO",0,1,2,0,1400,1400,0,0,175,0,1400,1400,"MONTADOR DE LADOS"
"MONTADOR DE LADOS",8938,77,"MONTADO","masculino","LEON",1,1200,31,"Secundaria",2012-12-06,4,2,"CRITICO",0,0,1,0,1200,1200,0,0,36,0,1200,1200,"MONTADOR DE LADOS"
"MONTADOR TALONES",11787,15,"MONTADO","masculino","LEON",4,1400,23,"Secundaria",2016-05-31,3,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1400,1400,"MONTADOR TALONES"
"MONTADOR TALONES",11637,29,"MONTADO","masculino","LEON",4,1500,41,"Secundaria",2016-04-20,5,0,"CRITICO",0,0,2,1,1450,1500,50,0,8,1,1500,1450,"MONTADOR TALONES"
"MONTADOR TALONES",8074,78,"MONTADO","masculino","LEON",3,1200,26,"Secundaria",2013-05-07,3,2,"CRITICO",0,0,1,0,1200,1200,0,0,77,0,1200,1200,"MONTADOR TALONES"
"MONTADOR TALONES",11785,76,"MONTADO","masculino","LEON",4,1400,21,"Primaria",2016-05-26,3,2,"CRITICO",0,1,2,0,1400,1400,0,0,14,1,1400,1400,"MONTADOR TALONES"
"MONTADOR TALONES",10378,248,"MONTADO","masculino","LEON",3,1500,26,"Secundaria",2016-02-24,3,8,"CRITICO",0,3,12,2,1300,1500,200,510,-161,0,1500,1300,"MONTADOR TALONES"
"MONTADOR TALONES",8349,550,"MONTADO","masculino","LEON",3,1500,27,"Secundaria",2014-02-10,3,18,"CRITICO",0,0,2,1,1200,1500,300,617,120,0,1500,1200,"MONTADOR TALONES"
"MONTADOR TALONES",8953,209,"MONTADO","masculino","LEON",1,1300,39,"Primaria",2013-01-10,4,6,"CRITICO",0,0,1,0,1300,1300,0,0,28,0,1300,1300,"MONTADOR TALONES"
"MONTADOR TALONES",8662,22,"MONTADO","masculino","LEON",4,1200,30,"Primaria",2012-08-09,3,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1200,1200,"MONTADOR TALONES"
"MONTADOR TALONES",11216,12,"MONTADO","masculino","SILAO",1,1500,31,"Secundaria",2015-08-27,4,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1500,1500,"MONTADOR TALONES"
"MONTADOR TALONES",10414,16,"MONTADO","masculino","LEON",1,1400,31,"Ninguno",2014-07-22,4,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1400,1400,"MONTADOR TALONES"
"MONTADOR TALONES",11338,361,"MONTADO","masculino","LEON",3,1500,35,"Ninguno",2015-11-03,4,12,"CRITICO",0,1,2,0,1500,1500,0,0,NA,NA,1500,1500,"MONTADOR TALONES"
"MONTADOR TALONES",11546,82,"MONTADO","masculino","LEON",3,1400,59,"Ninguno",2016-02-17,6,2,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1400,1400,"MONTADOR TALONES"
"MONTADOR TALONES",10772,14,"MONTADO","masculino","LEON",3,1100,22,"Primaria",2015-02-20,3,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1100,1100,"MONTADOR TALONES"
"OPERADOR LASER",9235,163,"MANUALIDADES","masculino","LEON",3,1000,20,"Secundaria",2014-09-03,2,5,"PRELIMINAR A-B",2,0,2,1,900,1000,100,8,659,0,1000,900,"CORTADOR LASSER"
"OPERADOR LASER",9999,0,"PESPUNTE","masculino","NA",1,0,26,"Ninguno",2016-01-07,3,0,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,0,0,"CORTADOR LASSER"
"PEG-AVIO",9784,1158,"AVIO","masculino","LEON",4,1300,20,"Primaria",2013-08-28,2,38,"CRITICO",0,0,3,2,1100,1300,200,447,NA,NA,1300,1100,"PEG-AVIO"
"PEGADOR",9161,29,"MONTADO","masculino","LEON",1,1250,26,"Primaria",2013-03-05,3,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1250,1250,"PEGADOR"
"PEGADOR",10802,56,"MONTADO","masculino","LEON",3,1400,35,"Secundaria",2015-03-05,4,1,"CRITICO",0,1,2,0,1400,1400,0,0,28,0,1400,1400,"PEGADOR"
"PEGADOR",10058,15,"MONTADO","masculino","LEON",1,1200,31,"Primaria",2014-02-04,4,0,"CRITICO",0,0,1,0,1200,1200,0,0,0,0,1200,1200,"PEGADOR"
"PEGADOR",10070,15,"MONTADO","masculino","LEON",1,1100,25,"Primaria",2014-02-11,3,0,"CRITICO",0,0,1,0,1100,1100,0,0,-1,0,1100,1100,"PEGADOR"
"PEGADOR",11360,0,"MONTADO","masculino","LEON",1,1200,28,"Primaria",2015-11-09,3,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1200,1200,"PEGADOR"
"PEGADOR",9158,9,"MONTADO","masculino","LEON",1,1300,54,"Ninguno",2013-03-04,6,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1300,1300,"PEGADOR"
"PEGADOR",9305,2,"MONTADO","masculino","LEON",1,1300,32,"Ninguno",2013-04-22,4,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1300,1300,"PEGADOR"
"PEGADOR",9260,106,"MONTADO","masculino","LEON",1,1300,30,"Secundaria",2013-04-09,3,3,"CRITICO",0,0,1,0,1300,1300,0,0,69,0,1300,1300,"PEGADOR"
"PEGADOR",9321,6,"MONTADO","masculino","LEON",1,1300,32,"Primaria",2013-04-18,4,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1300,1300,"PEGADOR"
"PEGADOR",8700,995,"MONTADO","masculino","SILAO",3,1200,20,"Secundaria",2012-08-21,2,33,"CRITICO",0,0,4,3,900,1200,300,105,728,0,1200,900,"PEGADOR"
"PEGADOR",10997,22,"MONTADO","masculino","LEON",4,1400,29,"Secundaria",2015-05-19,3,0,"CRITICO",0,0,1,0,1400,1400,0,0,14,1,1400,1400,"PEGADOR"
"PEGADOR",9079,30,"MONTADO","masculino","LEON",1,1300,37,"Secundaria",2013-02-18,4,1,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1300,1300,"PEGADOR"
"PEGADOR",9645,64,"MONTADO","masculino","LEON",1,1300,27,"Secundaria",2013-07-02,3,2,"CRITICO",0,0,1,0,1300,1300,0,0,28,0,1300,1300,"PEGADOR"
"PEGADOR",10102,985,"MONTADO","masculino","LEON",1,1450,45,"Ninguno",2014-02-17,5,32,"CRITICO",0,0,1,0,1450,1450,0,0,NA,NA,1450,1450,"PEGADOR"
"PEGADOR",10745,30,"AVIO","masculino","LEON",1,1100,42,"Ninguno",2015-01-14,5,1,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1100,1100,"PEGADOR"
"PEGADOR",10375,205,"MONTADO","masculino","LEON",1,1400,27,"Secundaria",2014-07-09,3,6,"CRITICO",0,1,2,0,1400,1400,0,0,128,0,1400,1400,"PEGADOR"
"PEGADOR",10440,4,"PESPUNTE","masculino","LEON",1,1600,23,"Ninguno",2014-08-04,3,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1600,1600,"PEGADOR"
"PEGADOR",9421,9,"MONTADO","masculino","LEON",4,1400,39,"Primaria",2013-05-20,4,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1400,1400,"PEGADOR"
"PEGADOR",9538,1,"MONTADO","masculino","LEON",1,1200,20,"Primaria",2013-06-06,2,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1200,1200,"PEGADOR"
"PEGADOR",8659,6,"MONTADO","masculino","LEON",4,1450,38,"Secundaria",2015-03-13,4,0,"CRITICO",0,0,1,0,1450,1450,0,0,1,1,1450,1450,"PEGADOR"
