"NUM","antiguedad","depto.group","sexo","municipio","edo.civil.fit","sueldo","puesto","edad.fit","estudios","ingreso","rango.edad","meses.antiguedad","grupo.puesto","nivel.critico","cambios.depto","reingresos","cambios.sueldo","sueldo.min","sueldo.max","aumento","dias.para.aumento"
9828,139,"PESPUNTE","masculino","LEON",3,1100,"PESPUNTADOR C",20,"Secundaria",2013-09-19,2,4,"PESPUNTADOR C",4,0,1,0,1100,1100,0,0
9831,14,"MONTADO","masculino","LEON",3,900,"PRELIMINAR B",21,"Primaria",2016-03-17,3,0,"PRELIMINAR A-B",2,0,1,0,900,900,0,0
9833,56,"MONTADO","masculino","LEON",4,1000,"PRELIMINAR A",43,"Ninguno",2013-09-24,5,1,"PRELIMINAR A-B",2,0,1,0,1000,1000,0,0
9835,34,"PESPUNTE","femenino","LEON",4,800,"PRELIMINAR C",25,"Secundaria",2013-09-19,3,1,"PRELIMINAR C",5,0,1,0,800,800,0,0
9836,44,"PESPUNTE","femenino","LEON",4,910,"PRELIMINAR B",22,"Secundaria",2013-09-25,3,1,"PRELIMINAR A-B",2,1,2,0,910,910,0,0
9837,50,"PESPUNTE","femenino","LEON",1,1100,"PRELIMINAR A",22,"Secundaria",2015-11-17,3,1,"PRELIMINAR A-B",2,2,3,2,471.03,1100,628.97,671
9840,77,"MONTADO","masculino","LEON",4,1100,"PEGADOR",31,"Primaria",2013-10-01,4,2,"CRITICO",0,0,1,0,1100,1100,0,0
9841,44,"PESPUNTE","masculino","LEON",4,453.32,"PESPUNTADOR A",25,"Secundaria",2013-09-25,3,1,"PESPUNTADOR A-B",1,0,1,0,453.32,453.32,0,0
9842,74,"PREPARADO","masculino","LEON",3,453.32,"PRELIMINAR A",22,"Secundaria",2013-09-26,3,2,"PRELIMINAR A-B",2,1,2,0,453.32,453.32,0,0
9843,58,"PESPUNTE","masculino","LEON",1,1600,"DOBLILLADOR A MAQUIN",34,"Primaria",2015-03-11,4,1,"DOBLILLADOR",3,2,5,1,453.32,1600,1146.68,567
9844,41,"PESPUNTE","masculino","LEON",3,910,"PRELIMINAR B",42,"Primaria",2013-09-26,5,1,"PRELIMINAR A-B",2,0,1,0,910,910,0,0
9845,22,"PESPUNTE","masculino","LEON",3,453.32,"PESPUNTADOR B",21,"Secundaria",2013-10-01,3,0,"PESPUNTADOR A-B",1,0,1,0,453.32,453.32,0,0
9846,115,"PREPARADO","masculino","LEON",3,850,"PRELIMINAR B",20,"Primaria",2013-10-01,2,3,"PRELIMINAR A-B",2,1,4,2,453.32,910,456.68,63
9847,14,"PESPUNTE","masculino","LEON",3,453.32,"PRELIMINAR B",19,"Secundaria",2013-09-27,2,0,"PRELIMINAR A-B",2,0,2,1,453.32,850,396.68,7
9848,80,"PESPUNTE","masculino","LEON",3,1400,"PESPUNTADOR B",24,"Secundaria",2013-10-01,3,2,"PESPUNTADOR A-B",1,0,3,1,453.32,1400,946.68,14
9849,29,"PESPUNTE","masculino","LEON",1,453.32,"PESPUNTADOR B",26,"Primaria",2013-10-01,3,0,"PESPUNTADOR A-B",1,1,2,0,453.32,453.32,0,0
9850,42,"PESPUNTE","femenino","LEON",3,453.32,"DOBLILLADOR A MAQUIN",29,"Secundaria",2013-09-27,3,1,"DOBLILLADOR",3,1,2,0,453.32,453.32,0,0
9853,869,"PESPUNTE","masculino","LEON",1,1700,"PESPUNTADOR A",40,"Secundaria",2013-09-30,4,28,"PESPUNTADOR A-B",1,0,1,0,1700,1700,0,0
9860,12,"PESPUNTE","femenino","LEON",3,900,"PRELIMINAR B",19,"Secundaria",2014-08-24,2,0,"PRELIMINAR A-B",2,0,1,0,900,900,0,0
9862,519,"AVIO","masculino","LEON",3,900,"PRELIMINAR B",22,"Secundaria",2013-09-27,3,17,"PRELIMINAR A-B",2,0,1,0,900,900,0,0
9865,31,"MANUALIDADES","masculino","LEON",3,800,"PRELIMINAR C",21,"Primaria",2013-10-07,3,1,"PRELIMINAR C",5,0,1,0,800,800,0,0
9866,99,"PESPUNTE","masculino","LEON",3,910,"PRELIMINAR B",19,"Secundaria",2013-10-03,2,3,"PRELIMINAR A-B",2,1,4,1,453.32,910,456.68,63
9867,99,"PESPUNTE","masculino","LEON",3,770,"PRELIMINAR C",19,"Secundaria",2013-10-03,2,3,"PRELIMINAR C",5,1,2,0,770,770,0,0
9868,28,"PESPUNTE","femenino","LEON",3,453.32,"PRELIMINAR B",19,"Primaria",2013-10-02,2,0,"PRELIMINAR A-B",2,0,1,0,453.32,453.32,0,0
9869,21,"PESPUNTE","masculino","LEON",4,453.32,"PESPUNTADOR B",21,"Primaria",2013-10-02,3,0,"PESPUNTADOR A-B",1,0,1,0,453.32,453.32,0,0
9871,15,"PESPUNTE","femenino","LEON",3,453.32,"PRELIMINAR A",39,"Secundaria",2013-10-08,4,0,"PRELIMINAR A-B",2,0,1,0,453.32,453.32,0,0
9872,50,"PESPUNTE","masculino","LEON",1,453.32,"PESPUNTADOR A",33,"Primaria",2013-10-08,4,1,"PESPUNTADOR A-B",1,0,1,0,453.32,453.32,0,0
9873,15,"PESPUNTE","femenino","LEON",3,453.32,"PRELIMINAR C",19,"Secundaria",2013-10-08,2,0,"PRELIMINAR C",5,0,1,0,453.32,453.32,0,0
9874,28,"PESPUNTE","femenino","LEON",3,453.32,"PRELIMINAR B",20,"Primaria",2013-10-02,2,0,"PRELIMINAR A-B",2,0,1,0,453.32,453.32,0,0
9875,21,"PESPUNTE","femenino","LEON",1,453.32,"PRELIMINAR B",28,"Ninguno",2013-10-02,3,0,"PRELIMINAR A-B",2,0,1,0,453.32,453.32,0,0
9881,23,"MONTADO","femenino","LEON",4,950,"PRELIMINAR B",22,"Secundaria",2015-03-24,3,0,"PRELIMINAR A-B",2,0,1,0,950,950,0,0
9882,45,"PESPUNTE","femenino","LEON",3,1000,"PRELIMINAR A",21,"Secundaria",2015-06-30,3,1,"PRELIMINAR A-B",2,2,3,1,900,1000,100,448
9883,4,"PESPUNTE","masculino","LEON",1,1600,"PESPUNTADOR A",40,"Primaria",2013-10-07,4,0,"PESPUNTADOR A-B",1,0,1,0,1600,1600,0,0
9891,99,"PESPUNTE","masculino","LEON",3,900,"PRELIMINAR B",19,"Secundaria",2013-10-03,2,3,"PRELIMINAR A-B",2,0,1,0,900,900,0,0
9892,9,"PESPUNTE","femenino","LEON",1,850,"PRELIMINAR C",28,"Ninguno",2013-10-14,3,0,"PRELIMINAR C",5,0,1,0,850,850,0,0
9895,141,"PESPUNTE","femenino","LEON",4,1100,"PRELIMINAR A",20,"Secundaria",2013-10-09,2,4,"PRELIMINAR A-B",2,0,1,0,1100,1100,0,0
9896,9,"PESPUNTE","femenino","LEON",3,850,"PRELIMINAR C",20,"Primaria",2013-10-14,2,0,"PRELIMINAR C",5,0,1,0,850,850,0,0
9898,3,"PESPUNTE","masculino","LEON",4,1800,"PESPUNTADOR A",30,"Primaria",2014-10-14,3,0,"PESPUNTADOR A-B",1,2,3,0,1800,1800,0,0
9900,30,"MONTADO","femenino","LEON",4,950,"PRELIMINAR B",19,"Primaria",2014-05-05,2,1,"PRELIMINAR A-B",2,0,1,0,950,950,0,0
9901,134,"MONTADO","masculino","LEON",3,900,"PRELIMINAR B",21,"Secundaria",2013-10-15,3,4,"PRELIMINAR A-B",2,0,1,0,900,900,0,0
9902,7,"PESPUNTE","masculino","LEON",1,1500,"PESPUNTADOR A",37,"Primaria",2013-11-06,4,0,"PESPUNTADOR A-B",1,0,1,0,1500,1500,0,0
9909,79,"PESPUNTE","femenino","LEON",4,900,"PRELIMINAR A",20,"Primaria",2013-11-25,2,2,"PRELIMINAR A-B",2,1,2,0,900,900,0,0
9913,23,"PESPUNTE","femenino","LEON",3,453.32,"PRELIMINAR B",23,"Secundaria",2013-10-14,3,0,"PRELIMINAR A-B",2,0,1,0,453.32,453.32,0,0
9914,69,"PESPUNTE","masculino","LEON",4,1200,"PESPUNTADOR B",22,"Primaria",2013-10-15,3,2,"PESPUNTADOR A-B",1,1,3,1,453.32,1200,746.68,1
9920,24,"PESPUNTE","femenino","LEON",3,453.32,"PRELIMINAR C",20,"Primaria",2013-10-15,2,0,"PRELIMINAR C",5,0,2,1,453.32,850,396.68,14
9921,0,"PESPUNTE","femenino","LEON",3,1000,"PRELIMINAR C",20,"Secundaria",2016-04-25,2,0,"PRELIMINAR C",5,0,1,0,1000,1000,0,0
9923,60,"PESPUNTE","masculino","LEON",3,910,"PRELIMINAR B",22,"Primaria",2013-10-21,3,2,"PRELIMINAR A-B",2,2,3,0,910,910,0,0
9924,30,"PESPUNTE","masculino","LEON",3,453.32,"PRELIMINAR B",19,"Primaria",2013-10-21,2,1,"PRELIMINAR A-B",2,0,2,1,453.32,910,456.68,20
9925,13,"PESPUNTE","femenino","LEON",3,910,"PRELIMINAR B",20,"Primaria",2013-10-17,2,0,"PRELIMINAR A-B",2,0,1,0,910,910,0,0
9927,115,"PESPUNTE","masculino","LEON",1,1400,"PESPUNTADOR B",27,"Primaria",2013-10-21,3,3,"PESPUNTADOR A-B",1,1,2,0,1400,1400,0,0
9931,127,"PESPUNTE","masculino","LEON",1,1600,"PESPUNTADOR A",31,"Secundaria",2013-10-22,4,4,"PESPUNTADOR A-B",1,0,1,0,1600,1600,0,0
9932,164,"MONTADO","masculino","LEON",3,950,"PRELIMINAR B",28,"Secundaria",2014-05-13,3,5,"PRELIMINAR A-B",2,0,1,0,950,950,0,0
9939,23,"PESPUNTE","femenino","LEON",4,850,"PRELIMINAR C",20,"Ninguno",2013-11-11,2,0,"PRELIMINAR C",5,0,3,1,453.32,850,396.68,14
9945,549,"MONTADO","femenino","LEON",1,950,"PRELIMINAR B",41,"Primaria",2013-10-23,5,18,"PRELIMINAR A-B",2,0,1,0,950,950,0,0
9947,29,"AVIO","femenino","LEON",4,900,"PRELIMINAR B",24,"Secundaria",2015-01-15,3,0,"PRELIMINAR A-B",2,3,4,0,900,900,0,0
9949,61,"PESPUNTE","masculino","LEON",1,1500,"PESPUNTADOR A",43,"Primaria",2013-10-23,5,2,"PESPUNTADOR A-B",1,0,1,0,1500,1500,0,0
9950,1177,"PESPUNTE","femenino","LEON",1,1150,"A-PRELIMINAR",48,"Primaria",2013-10-23,5,39,"PRELIMINAR A-B",2,0,3,2,950,1150,200,659
9951,1172,"PREPARADO","femenino","LEON",3,1100,"C-PESPUNTADOR",22,"Secundaria",2013-10-28,3,39,"PESPUNTADOR C",4,5,8,2,110,1100,990,609
9952,8,"MONTADO","femenino","LEON",1,1000,"PRELIMINAR B",21,"Primaria",2015-04-14,3,0,"PRELIMINAR A-B",2,0,1,0,1000,1000,0,0
9954,29,"PREPARADO","masculino","LEON",4,1400,"PESPUNTADOR B",32,"Primaria",2013-10-29,4,0,"PESPUNTADOR A-B",1,0,1,0,1400,1400,0,0
9955,30,"PESPUNTE","masculino","LEON",3,453.32,"PESPUNTADOR B",22,"Secundaria",2013-10-28,3,1,"PESPUNTADOR A-B",1,0,2,1,453.32,1400,946.68,15
9956,56,"PREPARADO","masculino","LEON",3,910,"PRELIMINAR B",20,"Secundaria",2013-10-23,2,1,"PRELIMINAR A-B",2,1,4,1,453.32,910,456.68,42
9957,54,"PESPUNTE","femenino","LEON",3,453.32,"PRELIMINAR B",27,"Primaria",2013-10-23,3,1,"PRELIMINAR A-B",2,0,1,0,453.32,453.32,0,0
9959,29,"PREPARADO","masculino","LEON",4,453.32,"PESPUNTADOR B",20,"Secundaria",2013-10-29,2,0,"PESPUNTADOR A-B",1,0,2,1,453.32,1200,746.68,15
9960,46,"MANUALIDADES","masculino","LEON",4,800,"PRELIMINAR C",21,"Primaria",2014-01-20,3,1,"PRELIMINAR C",5,1,3,2,453.32,850,396.68,77
9962,34,"PESPUNTE","masculino","LEON",3,453.32,"PESPUNTADOR A",28,"Secundaria",2013-10-24,3,1,"PESPUNTADOR A-B",1,0,1,0,453.32,453.32,0,0
9964,169,"PESPUNTE","femenino","LEON",1,1000,"B-PRELIMINAR",33,"Primaria",2016-07-27,4,5,"PRELIMINAR A-B",2,0,1,0,1000,1000,0,0
9965,86,"PESPUNTE","masculino","LEON",1,900,"PRELIMINAR B",24,"Secundaria",2013-10-30,3,2,"PRELIMINAR A-B",2,1,2,0,900,900,0,0
9967,1169,"AVIO","masculino","LEON",1,1400,"APOMAZAR",49,"Primaria",2013-10-31,5,38,"CRITICO",0,0,4,3,1050,1400,350,546
9968,41,"PESPUNTE","femenino","LEON",1,453.32,"PRELIMINAR B",39,"Secundaria",2013-11-05,4,1,"PRELIMINAR A-B",2,0,1,0,453.32,453.32,0,0
9969,29,"PESPUNTE","masculino","LEON",4,453.32,"PESPUNTADOR A",28,"Primaria",2013-11-05,3,0,"PESPUNTADOR A-B",1,0,1,0,453.32,453.32,0,0
9970,92,"AVIO","femenino","LEON",1,1000,"PRELIMINAR B",25,"Secundaria",2016-02-28,3,3,"PRELIMINAR A-B",2,3,4,1,453.32,1000,546.68,861
9971,29,"PESPUNTE","femenino","LEON",3,910,"PRELIMINAR B",40,"Ninguno",2013-10-31,4,0,"PRELIMINAR A-B",2,0,3,1,453.32,910,456.68,1
9972,29,"PREPARADO","femenino","LEON",4,453.32,"PRELIMINAR B",40,"Ninguno",2013-11-05,4,0,"PRELIMINAR A-B",2,0,1,0,453.32,453.32,0,0
9973,28,"PESPUNTE","femenino","LEON",3,453.32,"PRELIMINAR B",22,"Secundaria",2013-11-05,3,0,"PRELIMINAR A-B",2,0,1,0,453.32,453.32,0,0
9974,22,"PESPUNTE","femenino","LEON",1,453.32,"PRELIMINAR A",28,"Secundaria",2013-11-05,3,0,"PRELIMINAR A-B",2,0,1,0,453.32,453.32,0,0
9975,48,"PESPUNTE","masculino","LEON",1,1540,"PESPUNTADOR A",30,"Secundaria",2013-11-05,3,1,"PESPUNTADOR A-B",1,2,3,1,453.32,1540,1086.68,13
9976,184,"MONTADO","masculino","LEON",1,1300,"CARDADOR",37,"Ninguno",2013-11-04,4,6,"CRITICO",0,0,1,0,1300,1300,0,0
9977,548,"AVIO","femenino","LEON",4,1000,"PRELIMINAR A",27,"Secundaria",2013-11-13,3,18,"PRELIMINAR A-B",2,0,2,1,850,1000,150,7
9982,195,"MONTADO","masculino","LEON",3,1450,"COMODIN",20,"Primaria",2015-09-22,2,6,"CRITICO",0,2,6,3,1000,1450,450,469
9987,6,"PESPUNTE","femenino","LEON",3,850,"PRELIMINAR C",24,"Secundaria",2013-11-07,3,0,"PRELIMINAR C",5,0,1,0,850,850,0,0
9996,43,"PESPUNTE","masculino","LEON",4,1550,"PESPUNTADOR A",25,"Secundaria",2013-11-07,3,1,"PESPUNTADOR A-B",1,0,1,0,1550,1550,0,0
9998,112,"PESPUNTE","femenino","LEON",3,900,"PRELIMINAR B",26,"Secundaria",2013-11-15,3,3,"PRELIMINAR A-B",2,0,1,0,900,900,0,0
10000,28,"MONTADO","masculino","LEON",1,1000,"MONTADOR DE LADOS",47,"Secundaria",2013-11-19,5,0,"CRITICO",0,1,2,0,1000,1000,0,0
10001,3,"MONTADO","masculino","LEON",3,950,"PRELIMINAR B",17,"Secundaria",2015-07-28,2,0,"PRELIMINAR A-B",2,1,2,1,900,950,50,238
10003,57,"MONTADO","femenino","LEON",4,1000,"LIMP ZAP MOTOTUL",23,"Primaria",2016-06-07,3,1,"PRELIMINAR C",5,1,2,1,900,1000,100,868
10004,56,"AVIO","masculino","LEON",3,850,"PRELIMINAR C",20,"Secundaria",2013-11-15,2,1,"PRELIMINAR C",5,0,1,0,850,850,0,0
10006,939,"PESPUNTE","masculino","LEON",3,1200,"PRECONFORMAR",18,"Primaria",2014-06-18,2,31,"PRELIMINAR A-B",2,1,5,2,850,1200,350,435
10008,1,"PESPUNTE","masculino","LEON",4,1500,"PESPUNTADOR B",24,"Primaria",2014-10-09,3,0,"PESPUNTADOR A-B",1,0,1,0,1500,1500,0,0
10012,27,"PESPUNTE","femenino","LEON",1,900,"PRELIMINAR B",35,"Secundaria",2013-11-26,4,0,"PRELIMINAR A-B",2,0,1,0,900,900,0,0
10013,76,"AVIO","femenino","LEON",1,850,"PRELIMINAR B",40,"Secundaria",2013-11-21,4,2,"PRELIMINAR A-B",2,0,1,0,850,850,0,0
10014,90,"PESPUNTE","femenino","LEON",1,1000,"PRELIMINAR A",40,"Secundaria",2013-11-21,4,3,"PRELIMINAR A-B",2,0,1,0,1000,1000,0,0
10016,81,"AVIO","femenino","LEON",2,850,"PRELIMINAR B",37,"Secundaria",2013-11-25,4,2,"PRELIMINAR A-B",2,0,1,0,850,850,0,0
10023,1088,"MONTADO","masculino","LEON",1,1350,"EMBARRADOR ZAPATO",34,"Secundaria",2014-01-20,4,36,"PRELIMINAR C",5,1,3,1,1250,1350,100,518
10029,198,"PREPARADO","masculino","LEON",1,950,"EMBARRADOR SUELA",23,"Secundaria",2014-01-21,3,6,"PRELIMINAR C",5,1,2,0,950,950,0,0
10030,30,"PESPUNTE","femenino","LEON",1,950,"PRELIMINAR C",22,"Secundaria",2015-05-06,3,1,"PRELIMINAR C",5,0,1,0,950,950,0,0
10031,59,"AVIO","masculino","SILAO",3,850,"PRELIMINAR C",19,"Secundaria",2015-12-21,2,1,"PRELIMINAR C",5,1,2,1,850,1000,150,573
10032,4,"AVIO","femenino","SILAO",3,850,"PRELIMINAR C",18,"Secundaria",2015-04-13,2,0,"PRELIMINAR C",5,1,2,1,471.03,850,378.97,434
10033,10,"MANUALIDADES","femenino","LEON",3,500,"PRELIMINAR C",19,"Secundaria",2015-08-17,2,0,"PRELIMINAR C",5,0,2,1,471.03,500,28.97,560
10035,16,"MONTADO","femenino","LEON",3,950,"PRELIMINAR B",19,"Secundaria",2014-04-01,2,0,"PRELIMINAR A-B",2,0,1,0,950,950,0,0
10036,23,"CORTE","masculino","LEON",3,900,"PRELIMINAR C",21,"Secundaria",2014-03-31,3,0,"PRELIMINAR C",5,0,1,0,900,900,0,0
10038,478,"PESPUNTE","femenino","LEON",4,900,"PRELIMINAR B",27,"Secundaria",2014-11-11,3,15,"PRELIMINAR A-B",2,4,5,0,900,900,0,0
10043,9,"MONTADO","masculino","LEON",3,900,"PRELIMINAR C",19,"Secundaria",2014-07-21,2,0,"PRELIMINAR C",5,0,1,0,900,900,0,0
10045,30,"MANUALIDADES","femenino","SILAO",3,800,"PRELIMINAR C",19,"Primaria",2015-03-23,2,1,"PRELIMINAR C",5,0,2,1,471.03,800,328.97,421
10058,15,"MONTADO","masculino","LEON",1,1200,"PEGADOR",31,"Primaria",2014-02-04,4,0,"CRITICO",0,0,1,0,1200,1200,0,0
10060,715,"PREPARADO","masculino","LEON",3,1200,"PESPUNTADOR C",19,"Secundaria",2014-02-05,2,23,"PESPUNTADOR C",4,1,3,1,1000,1200,200,252
10061,64,"MONTADO","masculino","LEON",1,1000,"PRELIMINAR A",43,"Ninguno",2015-04-07,5,2,"PRELIMINAR A-B",2,0,1,0,1000,1000,0,0
10063,85,"MONTADO","masculino","LEON",3,1100,"DAR ALTURA",22,"Primaria",2016-05-24,3,2,"PRELIMINAR C",5,0,2,1,1000,1100,100,442
10064,29,"MONTADO","masculino","LEON",4,900,"PRELIMINAR A",24,"Primaria",2014-02-06,3,0,"PRELIMINAR A-B",2,0,2,1,900,1000,100,21
10065,65,"AVIO","masculino","LEON",4,1100,"EMBARRADOR SUELA",24,"Primaria",2016-05-02,3,2,"PRELIMINAR C",5,2,3,2,900,1300,400,784
10070,15,"MONTADO","masculino","LEON",1,1100,"PEGADOR",25,"Primaria",2014-02-11,3,0,"CRITICO",0,0,1,0,1100,1100,0,0
10073,454,"MONTADO","femenino","SILAO",1,900,"PRELIMINAR B",20,"Secundaria",2014-08-26,2,15,"PRELIMINAR A-B",2,2,5,0,900,900,0,0
10082,184,"MONTADO","masculino","SILAO",1,950,"PRELIMINAR C",18,"Secundaria",2014-09-01,2,6,"PRELIMINAR C",5,1,2,0,950,950,0,0
10085,119,"MONTADO","masculino","LEON",4,1100,"PRELIMINAR A",25,"Ninguno",2014-02-12,3,3,"PRELIMINAR A-B",2,0,1,0,1100,1100,0,0
10090,76,"MONTADO","masculino","LEON",3,1100,"PRELIMINAR A",20,"Primaria",2014-02-12,2,2,"PRELIMINAR A-B",2,0,1,0,1100,1100,0,0
10097,553,"MONTADO","masculino","LEON",3,1250,"EMBARRADOR SUELA",23,"Secundaria",2015-07-09,3,18,"PRELIMINAR C",5,0,2,1,1100,1250,150,259
10100,88,"MONTADO","masculino","LEON",1,1100,"PRELIMINAR A",23,"Secundaria",2014-02-17,3,2,"PRELIMINAR A-B",2,0,1,0,1100,1100,0,0
10102,1060,"MONTADO","masculino","LEON",1,1450,"PEGADOR",45,"Ninguno",2014-02-17,5,35,"CRITICO",0,0,1,0,1450,1450,0,0
10103,109,"MONTADO","femenino","LEON",3,1000,"PRELIMINAR A",24,"Primaria",2015-04-06,3,3,"PRELIMINAR A-B",2,1,2,0,1000,1000,0,0
10104,129,"MONTADO","femenino","LEON",3,1100,"PRELIMINAR A",20,"Secundaria",2016-09-05,2,4,"PRELIMINAR A-B",2,1,3,1,950,1100,150,741
10105,45,"MONTADO","femenino","LEON",3,910,"PRELIMINAR B",20,"Primaria",2014-02-24,2,1,"PRELIMINAR A-B",2,0,1,0,910,910,0,0
10106,121,"PESPUNTE","femenino","LEON",3,1000,"PRELIMINAR B",30,"Secundaria",2015-04-28,3,4,"PRELIMINAR A-B",2,1,3,1,950,1000,50,279
10107,79,"AVIO","masculino","LEON",1,1400,"CORTADOR",36,"Secundaria",2014-02-24,4,2,"CORTADOR",3,0,1,0,1400,1400,0,0
10109,189,"AVIO","masculino","LEON",3,1100,"B-PRELIMINAR",18,"Secundaria",2016-07-07,2,6,"PRELIMINAR A-B",2,0,3,2,850,1100,250,847
10112,236,"AVIO","masculino","LEON",4,1300,"APOMAZAR",22,"Primaria",2016-05-21,3,7,"CRITICO",0,0,2,1,1200,1300,100,274
10113,765,"AVIO","masculino","LEON",3,1050,"PRELIMINAR C",19,"Primaria",2014-02-25,2,25,"PRELIMINAR C",5,0,3,2,950,1150,200,323
10114,16,"AVIO","masculino","LEON",1,900,"FORRADOR",42,"Primaria",2014-02-19,5,0,"PRELIMINAR C",5,0,1,0,900,900,0,0
10117,219,"MONTADO","masculino","LEON",3,1000,"PRELIMINAR A",21,"Secundaria",2014-07-07,3,7,"PRELIMINAR A-B",2,1,3,1,900,1000,100,140
10118,126,"MONTADO","femenino","SILAO",4,900,"PRELIMINAR B",26,"Primaria",2014-02-24,3,4,"PRELIMINAR A-B",2,1,2,0,900,900,0,0
10120,37,"MONTADO","femenino","LEON",3,950,"PRELIMINAR C",18,"Secundaria",2014-09-01,2,1,"PRELIMINAR C",5,0,2,1,850,950,100,49
10121,10,"MONTADO","masculino","LEON",3,850,"PRELIMINAR C",19,"Secundaria",2014-02-25,2,0,"PRELIMINAR C",5,0,1,0,850,850,0,0
10124,202,"MONTADO","femenino","LEON",3,950,"ADORNADORA",18,"Secundaria",2014-02-20,2,6,"PRELIMINAR A-B",2,1,3,1,900,950,50,43
10130,37,"MONTADO","femenino","LEON",1,1000,"PRELIMINAR A",39,"Secundaria",2014-09-01,4,1,"PRELIMINAR A-B",2,1,2,0,1000,1000,0,0
10137,309,"PESPUNTE","femenino","SILAO",1,900,"PRELIMINAR C",33,"Primaria",2014-07-17,4,10,"PRELIMINAR C",5,0,1,0,900,900,0,0
10138,31,"MONTADO","masculino","LEON",3,900,"PRELIMINAR C",20,"Ninguno",2014-07-07,2,1,"PRELIMINAR C",5,0,1,0,900,900,0,0
10144,24,"MONTADO","masculino","LEON",4,1000,"PRELIMINAR B",18,"Primaria",2015-09-29,2,0,"PRELIMINAR A-B",2,0,1,0,1000,1000,0,0
10146,37,"PREPARADO","femenino","LEON",4,800,"PRELIMINAR C",24,"Secundaria",2014-03-03,3,1,"PRELIMINAR C",5,0,1,0,800,800,0,0
10148,141,"PESPUNTE","femenino","LEON",3,950,"PRELIMINAR B",20,"Primaria",2015-08-25,2,4,"PRELIMINAR A-B",2,2,4,1,900,950,50,511
10150,8,"PESPUNTE","femenino","LEON",3,900,"PRELIMINAR B",22,"Primaria",2014-08-12,3,0,"PRELIMINAR A-B",2,2,3,0,900,900,0,0
10158,1,"MONTADO","masculino","LEON",4,900,"PRELIMINAR B",23,"Secundaria",2014-03-12,3,0,"PRELIMINAR A-B",2,0,1,0,900,900,0,0
10161,114,"AVIO","femenino","LEON",1,1100,"EMB-AVIO",27,"Primaria",2016-09-20,3,3,"PRELIMINAR C",5,0,1,0,1100,1100,0,0
10163,85,"CORTE","femenino","LEON",3,850,"PRELIMINAR C",21,"Secundaria",2014-03-13,3,2,"PRELIMINAR C",5,0,1,0,850,850,0,0
10164,37,"PREPARADO","femenino","LEON",4,1000,"PRELIMINAR B",20,"Primaria",2015-05-04,2,1,"PRELIMINAR A-B",2,2,3,1,900,1000,100,308
10170,71,"MONTADO","femenino","LEON",4,1050,"ENCAJILLAR",19,"Primaria",2016-04-05,2,2,"PRELIMINAR C",5,1,3,1,950,1050,100,308
10171,7,"MONTADO","masculino","LEON",3,1000,"PRELIMINAR C",19,"Secundaria",2015-06-25,2,0,"PRELIMINAR C",5,0,1,0,1000,1000,0,0
10172,441,"AVIO","masculino","LEON",4,1150,"APOMAZADOR",19,"Primaria",2015-03-04,2,14,"CRITICO",0,0,3,2,950,1150,200,323
10173,9,"MONTADO","masculino","LEON",3,900,"PRELIMINAR C",22,"Ninguno",2014-03-18,3,0,"PRELIMINAR C",5,0,1,0,900,900,0,0
10175,44,"MONTADO","femenino","LEON",4,900,"PRELIMINAR C",25,"Primaria",2014-03-18,3,1,"PRELIMINAR C",5,0,1,0,900,900,0,0
10177,86,"PESPUNTE","femenino","LEON",3,900,"PRELIMINAR B",25,"Primaria",2014-03-18,3,2,"PRELIMINAR A-B",2,0,1,0,900,900,0,0
10178,1031,"PESPUNTE","femenino","LEON",1,950,"A-PRELIMINAR",33,"Primaria",2014-03-18,4,34,"PRELIMINAR A-B",2,3,5,0,950,950,0,0
10179,78,"AVIO","masculino","LEON",3,900,"PRELIMINAR B",24,"Primaria",2014-03-12,3,2,"PRELIMINAR A-B",2,0,1,0,900,900,0,0
10181,64,"PESPUNTE","femenino","LEON",1,900,"PRELIMINAR B",26,"Primaria",2014-03-19,3,2,"PRELIMINAR A-B",2,1,2,0,900,900,0,0
10182,1024,"MONTADO","masculino","LEON",3,1300,"EMBARRADOR ZAPATO",19,"Secundaria",2014-03-25,2,34,"PRELIMINAR C",5,0,3,2,1050,1300,250,245
10186,1,"MONTADO","masculino","LEON",1,950,"PRELIMINAR B",26,"Secundaria",2014-03-25,3,0,"PRELIMINAR A-B",2,0,1,0,950,950,0,0
10192,155,"MONTADO","masculino","LEON",4,1200,"EMPACADOR",28,"Secundaria",2014-03-27,3,5,"PRELIMINAR C",5,0,1,0,1200,1200,0,0
10214,158,"AVIO","femenino","LEON",3,900,"PRELIMINAR C",22,"Primaria",2014-11-10,3,5,"PRELIMINAR C",5,2,3,0,900,900,0,0
10221,958,"MONTADO","masculino","LEON",3,1100,"RAYADOR ZAPATO",22,"Secundaria",2014-05-30,3,31,"PRELIMINAR C",5,0,1,0,1100,1100,0,0
10230,143,"MONTADO","masculino","LEON",4,1100,"PRELIMINAR A",20,"Primaria",2014-05-13,2,4,"PRELIMINAR A-B",2,0,2,1,900,1100,200,7
10233,646,"CORTE","masculino","LEON",1,1600,"CORTADOR LASSER",43,"Secundaria",2014-05-20,5,21,"CORTADOR",3,0,2,1,1500,1600,100,183
10234,17,"PESPUNTE","masculino","LEON",3,950,"PRELIMINAR B",20,"Secundaria",2015-06-16,2,0,"PRELIMINAR A-B",2,1,2,0,950,950,0,0
