"NUM","antiguedad","depto.group","sexo","municipio","edo.civil.fit","sueldo","puesto","edad.fit","estudios","ingreso","rango.edad","meses.antiguedad","grupo.puesto","nivel.critico","cambios.depto","reingresos","cambios.sueldo","sueldo.min","sueldo.max","aumento","dias.para.aumento"
9013,1,"PREPARADO","femenino","LEON",3,453.32,"PRELIMINAR B",20,"Secundaria",2013-02-05,2,0,"PRELIMINAR A-B",2,0,1,0,453.32,453.32,0,0
9014,15,"PREPARADO","femenino","LEON",3,453.32,"PRELIMINAR B",23,"Preparatoria",2013-02-05,3,0,"PRELIMINAR A-B",2,0,1,0,453.32,453.32,0,0
9016,36,"PREPARADO","masculino","LEON",3,453.32,"PESPUNTADOR A",21,"Secundaria",2013-02-05,3,1,"PESPUNTADOR A-B",1,0,1,0,453.32,453.32,0,0
9025,42,"MONTADO","femenino","LEON",3,900,"PRELIMINAR B",20,"Secundaria",2013-07-05,2,1,"PRELIMINAR A-B",2,2,3,1,800,900,100,91
9026,35,"MONTADO","femenino","LEON",3,900,"PRELIMINAR B",34,"Secundaria",2013-01-30,4,1,"PRELIMINAR A-B",2,0,1,0,900,900,0,0
9027,120,"MONTADO","masculino","LEON",3,1100,"CARDADOR",26,"Secundaria",2013-02-05,3,4,"CRITICO",0,0,1,0,1100,1100,0,0
9028,2,"MONTADO","femenino","LEON",3,850,"PRELIMINAR C",22,"Secundaria",2015-07-24,3,0,"PRELIMINAR C",5,3,6,0,850,850,0,0
9033,1182,"MONTADO","femenino","LEON",3,1100,"APLICAR SPRAY",35,"Secundaria",2013-02-01,4,39,"PRELIMINAR C",5,0,3,2,950,1100,150,693
9035,14,"PESPUNTE","femenino","LEON",4,850,"PRELIMINAR C",23,"Primaria",2013-02-07,3,0,"PRELIMINAR C",5,0,1,0,850,850,0,0
9036,2,"PREPARADO","masculino","LEON",1,453.32,"PRELIMINAR B",25,"Secundaria",2013-02-11,3,0,"PRELIMINAR A-B",2,0,1,0,453.32,453.32,0,0
9037,29,"PREPARADO","masculino","LEON",4,453.32,"PESPUNTADOR B",26,"Secundaria",2013-02-12,3,0,"PESPUNTADOR A-B",1,0,1,0,453.32,453.32,0,0
9040,9,"CORTE","femenino","LEON",1,800,"PRELIMINAR B",39,"Primaria",2013-02-12,4,0,"PRELIMINAR A-B",2,0,1,0,800,800,0,0
9044,1430,"PESPUNTE","femenino","LEON",1,1100,"A-PRELIMINAR",25,"Primaria",2013-02-12,3,47,"PRELIMINAR A-B",2,8,18,2,900,1100,200,1225
9046,17,"MANUALIDADES","femenino","LEON",4,453.32,"PRELIMINAR C",21,"Ninguno",2013-02-11,3,0,"PRELIMINAR C",5,1,2,0,453.32,453.32,0,0
9047,17,"MANUALIDADES","femenino","LEON",1,453.32,"PRELIMINAR C",29,"Secundaria",2013-02-11,3,0,"PRELIMINAR C",5,0,1,0,453.32,453.32,0,0
9048,38,"PESPUNTE","femenino","LEON",3,950,"PRELIMINAR B",19,"Secundaria",2014-10-28,2,1,"PRELIMINAR A-B",2,4,7,2,453.32,950,496.68,609
9054,65,"AVIO","masculino","LEON",3,850,"PRELIMINAR B",22,"Primaria",2013-02-11,3,2,"PRELIMINAR A-B",2,0,1,0,850,850,0,0
9058,90,"MONTADO","femenino","LEON",3,850,"PRELIMINAR C",24,"Secundaria",2013-02-07,3,3,"PRELIMINAR C",5,0,1,0,850,850,0,0
9060,22,"MONTADO","masculino","LEON",3,850,"PRELIMINAR B",23,"Secundaria",2013-02-06,3,0,"PRELIMINAR A-B",2,0,1,0,850,850,0,0
9062,308,"MONTADO","femenino","LEON",1,850,"PRELIMINAR C",26,"Secundaria",2013-02-12,3,10,"PRELIMINAR C",5,2,3,0,850,850,0,0
9063,58,"AVIO","femenino","LEON",3,900,"PRELIMINAR B",25,"Primaria",2013-02-11,3,1,"PRELIMINAR A-B",2,0,1,0,900,900,0,0
9070,14,"MANUALIDADES","femenino","LEON",4,453.32,"PRELIMINAR C",24,"Primaria",2013-05-16,3,0,"PRELIMINAR C",5,1,2,0,453.32,453.32,0,0
9072,7,"MANUALIDADES","femenino","LEON",3,453.32,"PRELIMINAR C",19,"Ninguno",2013-05-23,2,0,"PRELIMINAR C",5,0,1,0,453.32,453.32,0,0
9073,170,"MANUALIDADES","femenino","LEON",1,453.32,"PRELIMINAR C",30,"Primaria",2013-02-18,3,5,"PRELIMINAR C",5,0,1,0,453.32,453.32,0,0
9074,127,"MANUALIDADES","femenino","LEON",1,453.32,"PRELIMINAR C",26,"Primaria",2013-02-13,3,4,"PRELIMINAR C",5,0,1,0,453.32,453.32,0,0
9075,22,"PESPUNTE","femenino","LEON",3,950,"PRELIMINAR B",25,"Primaria",2013-10-22,3,0,"PRELIMINAR A-B",2,1,2,0,950,950,0,0
9076,7,"MONTADO","femenino","LEON",1,900,"PRELIMINAR B",20,"Secundaria",2013-04-24,2,0,"PRELIMINAR A-B",2,1,2,0,900,900,0,0
9087,149,"PREPARADO","masculino","LEON",1,453.32,"PESPUNTADOR C",25,"Secundaria",2013-02-25,3,4,"PESPUNTADOR C",4,1,4,2,453.32,1000,546.68,56
9088,131,"PREPARADO","masculino","LEON",3,453.32,"PESPUNTADOR C",21,"Secundaria",2013-02-22,3,4,"PESPUNTADOR C",4,1,4,2,453.32,1000,546.68,56
9091,184,"PESPUNTE","femenino","LEON",1,453.32,"PRELIMINAR B",23,"Secundaria",2013-02-25,3,6,"PRELIMINAR A-B",2,1,3,1,453.32,910,456.68,44
9096,93,"PESPUNTE","masculino","LEON",4,453.32,"DOBLILLADOR A MAQUIN",34,"Primaria",2013-02-26,4,3,"DOBLILLADOR",3,0,2,1,453.32,1500,1046.68,20
9097,2,"MANUALIDADES","femenino","LEON",3,453.32,"PRELIMINAR C",19,"Primaria",2013-02-26,2,0,"PRELIMINAR C",5,0,1,0,453.32,453.32,0,0
9098,0,"MANUALIDADES","femenino","LEON",3,453.32,"PRELIMINAR C",22,"Secundaria",2013-02-26,3,0,"PRELIMINAR C",5,0,1,0,453.32,453.32,0,0
9099,2,"MANUALIDADES","femenino","LEON",3,453.32,"PRELIMINAR C",21,"Primaria",2013-02-26,3,0,"PRELIMINAR C",5,0,1,0,453.32,453.32,0,0
9100,2,"MANUALIDADES","femenino","LEON",3,453.32,"PRELIMINAR C",21,"Primaria",2013-02-26,3,0,"PRELIMINAR C",5,0,1,0,453.32,453.32,0,0
9101,10,"PESPUNTE","femenino","LEON",4,850,"PRELIMINAR C",19,"Secundaria",2013-10-15,2,0,"PRELIMINAR C",5,3,5,1,453.32,850,396.68,245
9102,8,"MANUALIDADES","femenino","LEON",3,453.32,"PRELIMINAR C",21,"Primaria",2013-02-26,3,0,"PRELIMINAR C",5,0,1,0,453.32,453.32,0,0
9103,23,"MONTADO","femenino","LEON",4,850,"PRELIMINAR C",20,"Secundaria",2013-04-01,2,0,"PRELIMINAR C",5,1,2,1,453.32,850,396.68,35
9104,97,"MANUALIDADES","masculino","LEON",3,453.32,"PRELIMINAR C",25,"Secundaria",2013-02-22,3,3,"PRELIMINAR C",5,0,1,0,453.32,453.32,0,0
9105,23,"MANUALIDADES","femenino","LEON",3,453.32,"PRELIMINAR C",22,"Primaria",2013-02-26,3,0,"PRELIMINAR C",5,0,1,0,453.32,453.32,0,0
9106,14,"MANUALIDADES","femenino","LEON",3,453.32,"PRELIMINAR C",19,"Secundaria",2013-02-20,2,0,"PRELIMINAR C",5,0,1,0,453.32,453.32,0,0
9107,49,"MONTADO","femenino","LEON",3,850,"PRELIMINAR C",21,"Secundaria",2013-02-20,3,1,"PRELIMINAR C",5,1,3,1,453.32,850,396.68,43
9108,20,"MANUALIDADES","femenino","LEON",1,453.32,"PRELIMINAR C",23,"Secundaria",2013-02-22,3,0,"PRELIMINAR C",5,0,1,0,453.32,453.32,0,0
9109,68,"MANUALIDADES","femenino","LEON",4,453.32,"PRELIMINAR C",26,"Secundaria",2013-02-22,3,2,"PRELIMINAR C",5,0,1,0,453.32,453.32,0,0
9110,20,"PESPUNTE","femenino","LEON",3,850,"PRELIMINAR B",21,"Secundaria",2013-02-21,3,0,"PRELIMINAR A-B",2,0,1,0,850,850,0,0
9111,311,"AVIO","masculino","LEON",4,1000,"PESPUNTADOR B",26,"Secundaria",2015-06-08,3,10,"PESPUNTADOR A-B",1,5,9,2,1000,1600,600,924
9112,1319,"MONTADO","masculino","LEON",3,1000,"PRELIMINAR A",21,"Secundaria",2013-06-03,3,43,"PRELIMINAR A-B",2,1,4,1,900,1000,100,994
9114,38,"MONTADO","masculino","LEON",4,900,"PRELIMINAR C",21,"Secundaria",2014-06-30,3,1,"PRELIMINAR C",5,0,1,0,900,900,0,0
9117,275,"MONTADO","masculino","LEON",3,1200,"PRELIMINAR A",23,"Primaria",2013-02-25,3,9,"PRELIMINAR A-B",2,0,1,0,1200,1200,0,0
9119,477,"AVIO","masculino","LEON",4,850,"RECORTAR",22,"Primaria",2013-02-21,3,15,"PRELIMINAR A-B",2,1,2,0,850,850,0,0
9120,282,"AVIO","masculino","LEON",1,1000,"EMBARRADOR SUELA",34,"Ninguno",2013-02-20,4,9,"PRELIMINAR C",5,1,2,0,1000,1000,0,0
9121,1085,"AVIO","masculino","LEON",3,950,"A-PRELIMINAR",21,"Secundaria",2014-01-23,3,36,"PRELIMINAR A-B",2,0,1,0,950,950,0,0
9125,72,"AVIO","masculino","LEON",3,800,"PRELIMINAR C",21,"Primaria",2013-02-26,3,2,"PRELIMINAR C",5,0,1,0,800,800,0,0
9127,1416,"AVIO","femenino","LEON",1,1100,"A-PRELIMINAR",36,"Secundaria",2013-02-26,4,47,"PRELIMINAR A-B",2,1,3,1,1000,1100,100,231
9129,1422,"AVIO","masculino","SILAO",3,1200,"EMB-AVIO",19,"Secundaria",2013-02-20,2,47,"PRELIMINAR C",5,0,4,3,900,1200,300,722
9131,1421,"AVIO","masculino","LEON",3,950,"A-PRELIMINAR",22,"Ninguno",2013-02-21,3,47,"PRELIMINAR A-B",2,0,1,0,950,950,0,0
9139,1072,"MANUALIDADES","femenino","LEON",3,490.7,"PRELIMINAR C",21,"Primaria",2013-02-26,3,35,"PRELIMINAR C",5,0,2,1,471.03,490.7,19.67,363
9143,275,"PREPARADO","femenino","SILAO",3,950,"PRELIMINAR B",20,"Secundaria",2015-03-10,2,9,"PRELIMINAR A-B",2,3,9,4,453.32,1000,546.68,797
9146,76,"AVIO","femenino","LEON",4,850,"PRELIMINAR B",21,"Primaria",2015-12-07,3,2,"PRELIMINAR A-B",2,3,5,2,453.32,900,446.68,1007
9150,10,"MONTADO","masculino","LEON",4,900,"PRELIMINAR B",30,"Secundaria",2013-06-18,3,0,"PRELIMINAR A-B",2,0,1,0,900,900,0,0
9155,51,"MONTADO","masculino","SILAO",1,900,"PRELIMINAR B",34,"Secundaria",2013-03-04,4,1,"PRELIMINAR A-B",2,0,1,0,900,900,0,0
9165,440,"CORTE","femenino","LEON",3,1000,"PRELIMINAR A",21,"Secundaria",2014-10-23,3,14,"PRELIMINAR A-B",2,4,7,3,453.32,1000,546.68,687
9167,14,"PESPUNTE","femenino","LEON",3,900,"PRELIMINAR B",19,"Secundaria",2013-09-20,2,0,"PRELIMINAR A-B",2,1,2,0,900,900,0,0
9169,1406,"MANUALIDADES","femenino","LEON",3,1000,"A-PRELIMINAR",28,"Secundaria",2013-03-08,3,46,"PRELIMINAR A-B",2,0,3,2,471.03,1000,528.97,763
9170,1045,"MANUALIDADES","femenino","LEON",1,490.7,"PRELIMINAR C",27,"Secundaria",2013-06-04,3,34,"PRELIMINAR C",5,1,4,3,453.32,800,346.68,643
9173,43,"PESPUNTE","femenino","LEON",4,850,"PRELIMINAR C",28,"Ninguno",2013-03-12,3,1,"PRELIMINAR C",5,0,1,0,850,850,0,0
9175,157,"PESPUNTE","femenino","LEON",3,800,"PRELIMINAR C",20,"Primaria",2013-03-12,2,5,"PRELIMINAR C",5,0,1,0,800,800,0,0
9176,158,"PESPUNTE","femenino","LEON",3,800,"PRELIMINAR C",20,"Ninguno",2013-03-11,2,5,"PRELIMINAR C",5,0,1,0,800,800,0,0
9183,47,"MANUALIDADES","masculino","LEON",3,800,"PRELIMINAR C",19,"Primaria",2015-04-24,2,1,"PRELIMINAR C",5,1,2,0,800,800,0,0
9189,67,"MONTADO","masculino","LEON",3,900,"PRELIMINAR B",21,"Secundaria",2013-03-11,3,2,"PRELIMINAR A-B",2,1,2,0,900,900,0,0
9195,99,"PESPUNTE","masculino","LEON",1,453.32,"PESPUNTADOR A",41,"Primaria",2013-03-13,5,3,"PESPUNTADOR A-B",1,0,2,1,453.32,1500,1046.68,90
9200,49,"CORTE","femenino","LEON",3,875,"PRELIMINAR C",26,"Secundaria",2013-03-13,3,1,"PRELIMINAR C",5,0,2,1,800,875,75,8
9206,16,"PESPUNTE","femenino","LEON",1,1400,"PESPUNTADOR A",46,"Secundaria",2013-03-18,5,0,"PESPUNTADOR A-B",1,0,1,0,1400,1400,0,0
9209,1254,"MONTADO","femenino","LEON",3,1100,"APLICAR SPRAY",26,"Secundaria",2013-03-19,3,41,"PRELIMINAR C",5,0,4,3,900,1200,300,414
9212,122,"MONTADO","masculino","LEON",1,1300,"MONTADOR DE LADOS",48,"Primaria",2013-03-10,5,4,"CRITICO",0,0,1,0,1300,1300,0,0
9215,48,"MONTADO","masculino","LEON",3,900,"PRELIMINAR C",19,"Secundaria",2013-06-06,2,1,"PRELIMINAR C",5,0,1,0,900,900,0,0
9216,41,"PREPARADO","femenino","LEON",3,850,"PRELIMINAR C",22,"Primaria",2013-03-14,3,1,"PRELIMINAR C",5,0,1,0,850,850,0,0
9218,27,"CORTE","femenino","LEON",4,1000,"RAYADOR",46,"Secundaria",2013-03-21,5,0,"PRELIMINAR C",5,0,1,0,1000,1000,0,0
9219,15,"PREPARADO","masculino","LEON",1,453.32,"PESPUNTADOR B",45,"Secundaria",2013-03-20,5,0,"PESPUNTADOR A-B",1,0,1,0,453.32,453.32,0,0
9220,3,"PESPUNTE","masculino","LEON",1,453.32,"PESPUNTADOR B",47,"Secundaria",2013-04-01,5,0,"PESPUNTADOR A-B",1,1,2,0,453.32,453.32,0,0
9221,850,"PREPARADO","femenino","LEON",3,950,"DOMADOR",45,"Secundaria",2014-01-20,5,28,"PRELIMINAR A-B",2,3,4,1,453.32,950,496.68,294
9222,270,"PESPUNTE","femenino","LEON",1,910,"PRELIMINAR B",45,"Secundaria",2013-03-21,5,9,"PRELIMINAR A-B",2,3,5,1,453.32,910,456.68,182
9223,30,"PESPUNTE","masculino","LEON",3,453.32,"PESPUNTADOR B",23,"Secundaria",2013-04-01,3,1,"PESPUNTADOR A-B",1,1,2,0,453.32,453.32,0,0
9224,22,"PESPUNTE","femenino","LEON",3,453.32,"EMPALMADORA",21,"Primaria",2013-10-29,3,0,"PRELIMINAR A-B",2,3,7,2,453.32,910,456.68,232
9225,20,"PESPUNTE","femenino","LEON",4,900,"PRELIMINAR A",33,"Secundaria",2013-03-22,4,0,"PRELIMINAR A-B",2,1,2,1,453.32,900,446.68,8
9229,548,"MONTADO","femenino","LEON",1,900,"LIMPIAR SUELA",37,"Primaria",2014-12-08,4,18,"PRELIMINAR C",5,0,1,0,900,900,0,0
9233,73,"MONTADO","masculino","LEON",4,950,"CONFORMADOR",24,"Secundaria",2013-04-01,3,2,"CRITICO",0,0,1,0,950,950,0,0
9235,163,"MANUALIDADES","masculino","LEON",3,1000,"OPERADOR LASER",20,"Secundaria",2014-09-03,2,5,"PRELIMINAR A-B",2,0,2,1,900,1000,100,8
9236,237,"MANUALIDADES","masculino","LEON",3,1000,"CORTADOR LASSER",19,"Secundaria",2013-03-21,2,7,"CORTADOR",3,0,2,1,900,1000,100,8
9237,643,"MANUALIDADES","masculino","LEON",4,1000,"CORTADOR LASSER",22,"Primaria",2013-04-02,3,21,"CORTADOR",3,0,2,1,900,1000,100,8
9240,56,"PESPUNTE","masculino","LEON",3,453.32,"PRELIMINAR B",23,"Secundaria",2013-04-04,3,1,"PRELIMINAR A-B",2,0,2,1,453.32,910,456.68,14
9241,30,"PESPUNTE","femenino","LEON",3,910,"RECORTAR",35,"Primaria",2013-04-08,4,1,"PRELIMINAR A-B",2,0,3,1,453.32,910,456.68,13
9242,51,"PESPUNTE","masculino","LEON",3,453.32,"PRELIMINAR B",21,"Secundaria",2013-04-09,3,1,"PRELIMINAR A-B",2,0,2,1,453.32,770,316.68,14
9243,3,"PESPUNTE","masculino","LEON",1,453.32,"PESPUNTADOR A",35,"Primaria",2013-04-09,4,0,"PESPUNTADOR A-B",1,0,2,1,453.32,1540,1086.68,14
9244,169,"CORTE","femenino","LEON",3,1000,"PRELIMINAR B",26,"Primaria",2015-10-01,3,5,"PRELIMINAR A-B",2,5,7,2,453.32,1000,546.68,714
9245,29,"PESPUNTE","femenino","LEON",3,453.32,"PRELIMINAR B",30,"Secundaria",2013-04-09,3,0,"PRELIMINAR A-B",2,0,2,1,453.32,770,316.68,14
9246,1,"PESPUNTE","femenino","LEON",3,770,"PREACABADOR",38,"Secundaria",2013-04-09,4,0,"PRELIMINAR A-B",2,0,1,0,770,770,0,0
9247,914,"PESPUNTE","femenino","LEON",3,1050,"PRELIMINAR A",20,"Ninguno",2013-04-08,2,30,"PRELIMINAR A-B",2,9,14,5,453.32,1050,596.68,771
9248,113,"PREPARADO","femenino","LEON",3,750,"PRELIMINAR B",22,"Ninguno",2013-04-08,3,3,"PRELIMINAR A-B",2,0,3,2,453.32,770,316.68,71
9249,29,"PREPARADO","masculino","LEON",1,453.32,"PESPUNTADOR B",38,"Primaria",2013-04-09,4,0,"PESPUNTADOR A-B",1,0,2,1,453.32,1260,806.68,14
9250,1,"PREPARADO","femenino","LEON",3,770,"PRELIMINAR B",20,"Primaria",2013-04-09,2,0,"PRELIMINAR A-B",2,0,1,0,770,770,0,0
9251,1,"PREPARADO","femenino","LEON",3,770,"PRELIMINAR B",19,"Secundaria",2013-04-09,2,0,"PRELIMINAR A-B",2,0,1,0,770,770,0,0
9252,15,"PREPARADO","femenino","LEON",1,453.32,"PRELIMINAR B",40,"Primaria",2013-04-09,4,0,"PRELIMINAR A-B",2,0,2,1,453.32,770,316.68,14
9253,1,"PESPUNTE","masculino","LEON",1,1260,"PESPUNTADOR B",36,"Secundaria",2013-04-09,4,0,"PESPUNTADOR A-B",1,0,1,0,1260,1260,0,0
9255,66,"PREPARADO","femenino","LEON",3,950,"PRELIMINAR C",19,"Primaria",2015-03-17,2,2,"PRELIMINAR C",5,0,1,0,950,950,0,0
9256,86,"MONTADO","masculino","LEON",4,800,"PRELIMINAR C",20,"Secundaria",2013-04-03,2,2,"PRELIMINAR C",5,0,1,0,800,800,0,0
9259,121,"MONTADO","masculino","LEON",3,950,"PRELIMINAR B",19,"Primaria",2013-04-08,2,4,"PRELIMINAR A-B",2,0,1,0,950,950,0,0
9260,106,"MONTADO","masculino","LEON",1,1300,"PEGADOR",30,"Secundaria",2013-04-09,3,3,"CRITICO",0,0,1,0,1300,1300,0,0
9266,246,"PESPUNTE","femenino","LEON",3,910,"PRELIMINAR B",37,"Primaria",2013-04-16,4,8,"PRELIMINAR A-B",2,3,8,1,453.32,910,456.68,189
9267,113,"MONTADO","femenino","LEON",4,800,"PRELIMINAR C",21,"Primaria",2013-04-10,3,3,"PRELIMINAR C",5,1,5,2,453.32,800,346.68,90
9268,146,"PESPUNTE","masculino","LEON",4,453.32,"PESPUNTADOR B",26,"Primaria",2013-04-10,3,4,"PESPUNTADOR A-B",1,1,2,0,453.32,453.32,0,0
9274,72,"PESPUNTE","femenino","LEON",3,850,"PRELIMINAR C",20,"Primaria",2013-05-20,2,2,"PRELIMINAR C",5,1,3,1,453.32,850,396.68,15
9277,22,"PREPARADO","femenino","LEON",1,453.32,"PRELIMINAR C",41,"Primaria",2013-04-16,5,0,"PRELIMINAR C",5,0,1,0,453.32,453.32,0,0
9278,21,"PESPUNTE","masculino","LEON",1,1560,"PESPUNTADOR A",41,"Secundaria",2013-04-10,5,0,"PESPUNTADOR A-B",1,0,1,0,1560,1560,0,0
9280,7,"PESPUNTE","masculino","LEON",1,1560,"PESPUNTADOR A",39,"Secundaria",2013-04-10,4,0,"PESPUNTADOR A-B",1,0,1,0,1560,1560,0,0
9283,42,"MONTADO","masculino","LEON",3,900,"EMBARRADOR SUELA",22,"Secundaria",2013-04-17,3,1,"PRELIMINAR C",5,0,1,0,900,900,0,0
9286,26,"MONTADO","femenino","LEON",3,850,"ADORNADORA",20,"Secundaria",2013-04-12,2,0,"PRELIMINAR A-B",2,0,1,0,850,850,0,0
9288,67,"MONTADO","masculino","LEON",3,1100,"DISTRIBUIDOR",22,"Primaria",2013-06-10,3,2,"CRITICO",0,2,5,2,900,1100,200,56
9291,7,"MONTADO","masculino","LEON",4,850,"PRELIMINAR C",22,"Secundaria",2014-04-24,3,0,"PRELIMINAR C",5,1,2,0,850,850,0,0
9295,25,"PESPUNTE","femenino","LEON",3,900,"PRELIMINAR B",20,"Secundaria",2014-07-28,2,0,"PRELIMINAR A-B",2,1,3,2,453.32,900,446.68,462
9296,267,"PESPUNTE","masculino","LEON",1,850,"PRELIMINAR B",23,"Secundaria",2013-04-18,3,8,"PRELIMINAR A-B",2,4,8,2,453.32,910,456.68,161
9297,23,"PREPARADO","femenino","LEON",4,910,"PRELIMINAR B",26,"Secundaria",2013-04-22,3,0,"PRELIMINAR A-B",2,0,3,1,453.32,910,456.68,14
9298,16,"PREPARADO","femenino","LEON",1,453.32,"PRELIMINAR C",31,"Primaria",2013-04-22,4,0,"PRELIMINAR C",5,0,2,1,453.32,770,316.68,14
9299,2,"PREPARADO","femenino","LEON",1,770,"PRELIMINAR C",21,"Primaria",2013-04-22,3,0,"PRELIMINAR C",5,0,1,0,770,770,0,0
9300,9,"PESPUNTE","masculino","LEON",2,1500,"PESPUNTADOR A",29,"Ninguno",2013-06-19,3,0,"PESPUNTADOR A-B",1,1,2,1,1500,1540,40,63
9301,16,"PESPUNTE","masculino","LEON",3,453.32,"EMBARRADOR ZAPATO",24,"Secundaria",2013-04-22,3,0,"PRELIMINAR C",5,1,3,1,453.32,910,456.68,14
9303,1003,"PESPUNTE","femenino","LEON",1,900,"PRELIMINAR B",35,"Primaria",2013-04-23,4,33,"PRELIMINAR A-B",2,5,8,0,900,900,0,0
9304,275,"PREPARADO","femenino","LEON",3,850,"PRELIMINAR B",19,"Secundaria",2014-05-14,2,9,"PRELIMINAR A-B",2,7,11,4,453.32,950,496.68,434
9308,106,"MANUALIDADES","masculino","LEON",3,900,"PRELIMINAR B",20,"Primaria",2013-10-10,2,3,"PRELIMINAR A-B",2,1,2,0,900,900,0,0
9312,484,"CORTE","femenino","LEON",3,1000,"PRELIMINAR A",24,"Secundaria",2014-06-19,3,16,"PRELIMINAR A-B",2,0,1,0,1000,1000,0,0
9315,28,"MONTADO","masculino","LEON",1,1100,"EMBARRADOR SUELA",46,"Primaria",2013-04-19,5,0,"PRELIMINAR C",5,0,1,0,1100,1100,0,0
9316,237,"MONTADO","masculino","SILAO",3,850,"PRELIMINAR C",19,"Secundaria",2013-04-17,2,7,"PRELIMINAR C",5,0,1,0,850,850,0,0
9318,237,"MONTADO","femenino","LEON",3,850,"PRELIMINAR C",25,"Primaria",2013-04-23,3,7,"PRELIMINAR C",5,0,1,0,850,850,0,0
9320,134,"MONTADO","masculino","LEON",3,850,"PRELIMINAR C",50,"Primaria",2013-04-23,5,4,"PRELIMINAR C",5,2,3,0,850,850,0,0
9324,10,"PESPUNTE","masculino","LEON",3,950,"PRELIMINAR B",22,"Secundaria",2015-06-23,3,0,"PRELIMINAR A-B",2,0,1,0,950,950,0,0
9325,79,"MONTADO","masculino","SILAO",1,900,"PRELIMINAR B",31,"Primaria",2013-04-24,4,2,"PRELIMINAR A-B",2,0,1,0,900,900,0,0
9327,1008,"MONTADO","masculino","LEON",1,1500,"PEGADOR",41,"Primaria",2013-04-25,5,33,"CRITICO",0,2,4,1,1400,1500,100,357
9333,79,"PESPUNTE","masculino","LEON",3,453.32,"PESPUNTADOR A",25,"Secundaria",2013-05-06,3,2,"PESPUNTADOR A-B",1,0,3,1,453.32,1540,1086.68,29
9334,8,"PESPUNTE","masculino","LEON",1,453.32,"PESPUNTADOR B",58,"Ninguno",2013-05-07,6,0,"PESPUNTADOR A-B",1,0,1,0,453.32,453.32,0,0
9335,22,"PESPUNTE","masculino","LEON",3,453.32,"PRELIMINAR C",20,"Primaria",2013-05-07,2,0,"PRELIMINAR C",5,0,1,0,453.32,453.32,0,0
9336,491,"CORTE","masculino","LEON",1,1600,"CORTADOR PIEL",50,"Primaria",2015-09-09,5,16,"CORTADOR",3,3,5,2,453.32,1600,1146.68,1050
9343,37,"CORTE","masculino","LEON",3,453.32,"CORTADOR",27,"Secundaria",2013-05-14,3,1,"CORTADOR",3,0,1,0,453.32,453.32,0,0
9345,604,"PREPARADO","masculino","LEON",1,1400,"PESPUNTADOR B",59,"Primaria",2013-05-08,6,20,"PESPUNTADOR A-B",1,2,5,2,453.32,1400,946.68,85
9348,127,"MONTADO","femenino","SILAO",3,900,"PRELIMINAR B",20,"Secundaria",2013-10-22,2,4,"PRELIMINAR A-B",2,1,4,2,453.32,900,446.68,148
9349,93,"PESPUNTE","femenino","SILAO",3,453.32,"PRELIMINAR B",24,"Secundaria",2013-05-13,3,3,"PRELIMINAR A-B",2,1,4,1,453.32,850,396.68,72
9350,78,"PREPARADO","masculino","LEON",1,453.32,"REBAJADOR",46,"Primaria",2013-05-13,5,2,"REBAJADOR",3,0,1,0,453.32,453.32,0,0
9353,46,"MONTADO","femenino","SILAO",3,900,"ADORNADORA",20,"Secundaria",2013-05-13,2,1,"PRELIMINAR A-B",2,0,1,0,900,900,0,0
9354,21,"MONTADO","femenino","LEON",3,1050,"LIMPIAR ZAPATO",20,"Primaria",2016-04-28,2,0,"PRELIMINAR C",5,0,1,0,1050,1050,0,0
9355,31,"AVIO","masculino","LEON",4,1000,"FORRADOR",24,"Primaria",2014-12-02,3,1,"PRELIMINAR C",5,0,1,0,1000,1000,0,0
9356,258,"MONTADO","femenino","LEON",3,850,"PRELIMINAR C",23,"Secundaria",2013-05-09,3,8,"PRELIMINAR C",5,1,3,1,800,850,50,36
9362,21,"PESPUNTE","masculino","LEON",1,1540,"PESPUNTADOR A",32,"Primaria",2013-05-08,4,0,"PESPUNTADOR A-B",1,0,2,1,453.32,1540,1086.68,2
9363,17,"PESPUNTE","masculino","LEON",1,1540,"PESPUNTADOR A",50,"Secundaria",2013-05-13,5,0,"PESPUNTADOR A-B",1,0,2,1,453.32,1540,1086.68,2
9364,114,"MONTADO","masculino","SILAO",3,800,"PRELIMINAR A",21,"Secundaria",2013-05-13,3,3,"PRELIMINAR A-B",2,2,6,2,453.32,910,456.68,85
9365,85,"PESPUNTE","femenino","LEON",3,453.32,"PRELIMINAR B",31,"Secundaria",2013-05-14,4,2,"PRELIMINAR A-B",2,1,4,1,453.32,770,316.68,72
9366,33,"PESPUNTE","masculino","LEON",3,1600,"PESPUNTADOR A",21,"Primaria",2014-08-01,3,1,"PESPUNTADOR A-B",1,3,8,2,453.32,1600,1146.68,436
9367,16,"PESPUNTE","masculino","LEON",1,910,"PRELIMINAR A",30,"Primaria",2013-05-14,3,0,"PRELIMINAR A-B",2,0,2,1,453.32,910,456.68,2
9374,265,"MONTADO","masculino","LEON",1,1200,"PRELIMINAR A",24,"Preparatoria",2013-05-17,3,8,"PRELIMINAR A-B",2,1,2,0,1200,1200,0,0
9376,23,"PESPUNTE","masculino","LEON",1,453.32,"PESPUNTADOR A",45,"Primaria",2013-05-15,5,0,"PESPUNTADOR A-B",1,0,2,1,453.32,1540,1086.68,28
